Country,Year,Avg_Temp,co2,methane,nitrous_oxide,total_ghg,Food_Production_Tonnes,Temp_Category,Carbon_Intensity_Index
Belize,2005,3.0,0.0,0.0,0.0,0.0,0.0,Hot,5.294521105049751e-07
Belize,2006,3.0,0.0,0.0,0.0,0.0,0.0,Hot,6.567318354593955e-07
Belize,2007,3.0,0.0,0.0,0.0,0.0,0.0,Hot,6.958131196319102e-07
Belize,2008,3.0,0.0,0.0,0.0,0.0,0.0,Hot,6.052935057765794e-07
Belize,2009,3.0,0.0,0.0,0.0,0.0,0.0,Hot,6.404193099151552e-07
Belize,2010,3.0,0.0,0.0,0.0,0.0,0.0,Hot,6.982732576318329e-07
Belize,2011,3.0,0.0,0.0,0.0,0.0,0.0,Hot,5.744546232803189e-07
Belize,2012,3.0,0.0,0.0,0.0,0.0,0.0,Hot,5.922028982616424e-07
Belize,2013,3.0,0.0,0.0,0.0,0.0,0.0,Hot,5.09345908628515e-07
Benin,2000,4.0,0.0,1.0,1.0,1.0,0.0,Hot,2.152192545572011e-06
Benin,2001,4.0,0.0,1.0,1.0,1.0,0.0,Hot,2.1625645696798544e-06
Benin,2002,4.0,1.0,1.0,1.0,1.0,0.0,Hot,2.3127236511046694e-06
Benin,2003,4.0,1.0,1.0,1.0,1.0,0.0,Hot,1.9026638283980876e-06
Benin,2004,4.0,1.0,1.0,1.0,1.0,0.0,Hot,1.8963641415147769e-06
Benin,2005,4.0,1.0,1.0,1.0,1.0,0.0,Hot,1.4818828036917484e-06
Benin,2006,4.0,1.0,1.0,1.0,1.0,0.0,Hot,1.577616488428566e-06
Benin,2007,4.0,1.0,1.0,1.0,1.0,0.0,Hot,2.579403223864177e-06
Benin,2008,4.0,1.0,1.0,1.0,1.0,0.0,Hot,2.8978394159341257e-06
Benin,2009,4.0,1.0,1.0,1.0,1.0,0.0,Hot,1.845800830136878e-06
Benin,2010,4.0,1.0,1.0,1.0,1.0,0.0,Hot,2.2418466987815167e-06
Benin,2011,4.0,1.0,1.0,1.0,1.0,0.0,Hot,2.1779928117190056e-06
Benin,2012,4.0,1.0,1.0,1.0,1.0,0.0,Hot,2.6749398943929903e-06
Benin,2013,4.0,1.0,1.0,1.0,1.0,0.0,Hot,2.0482241171437985e-06
Bhutan,2000,1.0,0.0,0.0,0.0,0.0,0.0,Moderate,2.2815093860799896e-06
Bhutan,2001,1.0,0.0,0.0,0.0,0.0,0.0,Moderate,1.7634027515088208e-06
Bhutan,2002,1.0,0.0,0.0,0.0,0.0,0.0,Moderate,2.2077154341264632e-06
Bhutan,2003,1.0,0.0,0.0,0.0,0.0,0.0,Moderate,2.348230437301665e-06
Bhutan,2004,1.0,0.0,0.0,0.0,0.0,0.0,Moderate,2.204754504611985e-06
Bhutan,2005,1.0,0.0,0.0,0.0,0.0,0.0,Moderate,1.7230620230858636e-06
Bhutan,2006,1.0,0.0,0.0,0.0,0.0,0.0,Moderate,1.8962953453825007e-06
Bhutan,2007,1.0,0.0,0.0,0.0,1.0,0.0,Moderate,2.3177340589594863e-06
Bhutan,2008,1.0,0.0,0.0,0.0,1.0,0.0,Moderate,2.3773458939182604e-06
Bhutan,2009,1.0,0.0,0.0,0.0,1.0,0.0,Moderate,2.302891950403545e-06
Bhutan,2010,1.0,0.0,0.0,0.0,1.0,0.0,Moderate,2.5032330858458235e-06
Bhutan,2011,1.0,0.0,0.0,0.0,1.0,0.0,Moderate,2.0570374658540407e-06
Bhutan,2012,1.0,0.0,0.0,0.0,1.0,0.0,Moderate,2.198987249945411e-06
Bhutan,2013,1.0,0.0,0.0,0.0,0.0,0.0,Moderate,1.5120399594587809e-06
Bolivia,2000,2.0,2.0,2.0,2.0,3.0,2.0,Hot,1.0852910551153626e-06
Bolivia,2001,2.0,2.0,2.0,2.0,3.0,2.0,Hot,1.0170155976705063e-06
Bolivia,2002,2.0,2.0,2.0,3.0,3.0,2.0,Hot,1.0770488094593008e-06
Bolivia,2003,2.0,2.0,2.0,2.0,3.0,2.0,Hot,2.0459755451546213e-06
